((1, 1), (3, 1), (13, 14)), (107.50000000000003, 923.6121593216773), (72.09147953870887, -196.33638969167936)
((1, 1), (3, 1), (13, 13)), (107.50000000000003, 923.6121593216773), (73.02311831450146, -192.22418619011034)
((1, 1), (3, 1), (11, 11)), (107.50000000000003, 923.6121593216773), (69.87903600119701, -178.68251448724342)
((1, 1), (3, 1), (13, 9)), (107.50000000000003, 923.6121593216773), (78.40177972395912, -168.3652147414722)
((1, 1), (1, 3), (13, 14)), (76.38784067832273, 892.5), (75.68213077221881, -192.8061236030515)
((1, 1), (1, 3), (13, 13)), (76.38784067832273, 892.5), (76.62288363736153, -188.6621877454739)
((1, 1), (1, 3), (11, 11)), (76.38784067832273, 892.5), (73.68111522758808, -174.8957745858114)
((1, 1), (1, 3), (13, 9)), (76.38784067832273, 892.5), (81.95810862560499, -164.68736038704137)
((3, 1), (1, 3), (13, 14)), (176.38784067832273, 892.5), (66.6763851660592, -191.90710033888226)
((3, 1), (1, 3), (13, 13)), (176.38784067832273, 892.5), (67.630351602926, -187.6672698971357)
((3, 1), (1, 3), (11, 11)), (176.38784067832273, 892.5), (64.18469065831101, -173.7446845911176)
((3, 1), (1, 3), (13, 9)), (176.38784067832273, 892.5), (73.22797733111922, -162.91626519141394)
